date,state,gdp,gdp_1st,gdp_2nd,gdp_3rd,avg_gdp,pop
2019,Liaoning,24909.45,2177.77,9531.24,13200.44,57191.0,4352.0
2001,Ningxia,337.4447,49.57,134.37,114.44,5340.0,563.0
2002,Ningxia,377.1552,52.84,151.16,125.28,5804.0,572.0
2003,Ningxia,445.36,55.5,192.0,137.84,6691.0,580.3
2004,Ningxia,537.16,65.13,239.42,155.8,7880.0,588.0
2005,Ningxia,612.61,72.08,281.23,252.79,10239.0,596.0
2006,Ningxia,725.9,79.54,349.83,281.39,11847.0,604.0
2007,Ningxia,919.11,97.89,451.82,339.49,14649.0,610.0
2008,Ningxia,1203.92,120.0,581.24,397.27,17892.0,617.69
2009,Ningxia,1353.31,127.25,662.32,563.74,21777.0,625.2
2010,Ningxia,1689.65,159.29,827.91,702.45,26860.0,632.96
2011,Ningxia,2102.21,184.14,1056.15,861.92,33043.0,639.45
2012,Ningxia,2341.29,199.4,1159.37,982.52,36394.0,647.19
2013,Ningxia,2577.57,222.98,1264.96,1077.12,39613.0,654.19
2014,Ningxia,2752.1,216.99,1341.24,1193.87,41834.0,661.54
2015,Ningxia,2911.77,237.76,1379.6,1294.41,43805.0,667.88
2016,Ningxia,3168.59,241.6,1488.44,1438.55,47194.0,675.0
2017,Ningxia,3443.56,250.62,1580.57,1612.37,50765.0,682.0
2018,Ningxia,3705.18,279.85,1650.26,1775.07,54094.1675,688.0
2019,Ningxia,3748.48,279.93,1584.72,1883.83,54217.0,695.0
2001,Qinghai,300.13,42.79,132.18,125.98,5734.5655,523.0
2002,Qinghai,340.65,44.9,154.01,142.2,6426.0,529.0
2003,Qinghai,390.2,46.15,184.26,159.8,7277.0,533.8
2004,Qinghai,466.1,57.81,227.06,180.86,8606.0,539.0
2005,Qinghai,543.32,65.34,264.61,213.37,10044.7403,543.0
2006,Qinghai,648.5,69.64,331.16,240.78,11762.0,548.0
2007,Qinghai,797.35,83.41,417.78,282.42,14257.0,552.0
2008,Qinghai,1018.62,105.58,529.4,326.55,17389.0,554.3
2009,Qinghai,1081.27,107.4,575.33,398.54,19454.0,557.3
2010,Qinghai,1350.43,134.92,744.63,470.88,24115.0,563.0
2011,Qinghai,1670.44,155.08,975.18,540.18,29522.0,568.17
2012,Qinghai,1893.54,176.91,1092.34,624.29,33181.0,573.17
2013,Qinghai,2122.06,207.59,1204.31,689.15,36875.0,577.79
2014,Qinghai,2303.32,215.93,1234.31,853.08,39671.0,583.42
2015,Qinghai,2417.05,208.93,1207.31,1000.81,41252.0,588.43
2016,Qinghai,2572.49,221.19,1249.98,1101.32,43531.0,593.0
2017,Qinghai,2624.83,238.41,1162.41,1224.01,44047.0,598.0
2018,Qinghai,2865.23,268.1,1247.06,1350.07,47689.4526,603.0
2019,Qinghai,2965.95,301.9,1159.75,1504.3,48981.46,608.0
2001,Shaanxi,2010.62,287.24,816.34,740.69,5024.0,3659.0
2002,Shaanxi,2253.39,303.79,925.78,806.39,5523.0,3674.0
2003,Shaanxi,2587.72,320.03,1133.56,944.99,6480.0,3689.5
2004,Shaanxi,3175.58,394.98,1416.82,1071.71,7757.0,3705.0
2005,Shaanxi,3933.72,435.77,1849.28,1390.61,9899.0,3690.0
2006,Shaanxi,4743.61,488.48,2440.5,1594.76,12138.0,3735.0
2007,Shaanxi,5757.29,592.63,2964.56,1908.6,14607.0,3748.0
2008,Shaanxi,7314.58,753.72,3842.08,2255.52,18246.0,3762.0
2009,Shaanxi,8169.8,789.64,4236.42,3143.74,21688.0,3772.0
2010,Shaanxi,10123.48,988.45,5446.1,3688.93,27133.0,3735.2267
2011,Shaanxi,12512.3,1220.9,6935.59,4355.81,33464.0,3742.6
2012,Shaanxi,14453.68,1370.16,8073.87,5009.65,38564.0,3753.09
2013,Shaanxi,16205.45,1526.05,8911.64,5607.52,43117.0,3764.0
2014,Shaanxi,17689.94,1564.94,9577.24,6547.76,46929.0,3775.12
2015,Shaanxi,18021.8609,1597.63,9082.13,7342.1009,47626.0,3793.0
2016,Shaanxi,19399.59,1693.85,9490.72,8215.02,51015.0,3813.0
2017,Shaanxi,21898.81,1741.45,10882.88,9274.48,57266.31,3835.0
2018,Shaanxi,24438.32,1830.19,12157.48,10450.65,63477.4749,3864.0
2019,Shaanxi,25793.17,1990.93,11980.75,11821.49,66649.02,3876.0
2001,Shandong,9195.036,1359.49,4654.51,3424.31,10465.0,9041.0
2002,Shandong,10275.4957,1390.0,5309.54,3852.52,11645.0,9082.0
2003,Shandong,12078.15,1480.67,6656.85,4298.41,13661.0,9125.0
2004,Shandong,15021.84,1778.3,8724.52,4987.91,16925.0,9180.0
2005,Shandong,18366.87,1963.51,10628.62,5924.74,20096.4547,9248.0
2006,Shandong,21900.19,2138.9,12751.2,7187.26,23794.0,9309.0
2007,Shandong,25776.91,2509.14,14776.53,8680.24,27807.0,9367.0
2008,Shandong,30933.28,3002.65,17702.17,10367.23,33083.0,9417.23
2009,Shandong,33896.65,3226.64,18901.83,11768.18,35894.0,9470.3
2010,Shandong,39169.92,3588.28,21238.49,14343.14,41106.0,9587.8641
2011,Shandong,45361.85,3973.85,24017.11,17370.89,47335.0,9637.0
2012,Shandong,50013.2449,4281.7,25735.73,19995.81,51768.0,9684.97
2013,Shandong,55230.3249,4742.63,27422.47,22519.23,56884.9371,9733.39
2014,Shandong,59426.5902,4798.36,28788.1074,25840.1228,60879.1048,9789.43
2015,Shandong,63002.3325,4979.0794,29485.9021,28537.3509,64168.3001,9847.16
2016,Shandong,68024.49,4929.13,31343.67,31751.69,68733.0,9947.0
2017,Shandong,72634.1491,4832.7119,32942.8429,34858.6,72807.1389,10005.83
2018,Shandong,76469.67,4950.52,33641.72,37877.43,76267.2567,10047.0
2019,Shandong,71067.53,5116.44,28310.92,37640.17,70652.62,10070.0
2001,Shanghai,5210.12,85.5,2355.53,2509.81,37382.0,1614.0
2002,Shanghai,5741.03,88.24,2564.69,2755.83,40646.0,1625.0
2003,Shanghai,6694.23,90.64,3130.72,3029.45,46718.0,1711.0
2004,Shanghai,8072.83,96.71,3788.22,3565.34,55307.0,1742.0
2005,Shanghai,9247.66,80.34,4452.92,4620.92,51474.0,1890.0
2006,Shanghai,10572.24,93.8,5028.37,5244.2,57695.0,1815.0
2007,Shanghai,12494.01,101.84,5678.51,6408.5,66367.0,1858.0
2008,Shanghai,14069.86,111.8,6235.92,7350.43,73124.0,1888.46
2009,Shanghai,15046.45,113.82,6001.78,8930.85,78989.0,1921.0
2010,Shanghai,17165.98,114.15,7218.32,9833.51,76074.0,2302.6608
2011,Shanghai,19195.69,124.94,7927.89,11142.86,82560.0,2347.46
2012,Shanghai,20181.72,127.8,7854.77,12199.15,85373.0,2380.43
2013,Shanghai,21818.15,129.28,8027.77,13445.07,90993.0,2415.15
2014,Shanghai,23567.6953,124.26,8167.7108,15275.7245,97370.0,2425.68
2015,Shanghai,25123.45,109.82,7991.0,17022.63,103795.536,2415.27
2016,Shanghai,28178.65,109.47,8406.28,19662.9,116562.0,2420.0
2017,Shanghai,30632.99,110.78,9330.67,21191.54,126634.15,2418.0
2018,Shanghai,32679.87,104.37,9732.54,22842.96,134982.0,2424.0
2019,Shanghai,38155.32,103.88,10299.16,27752.28,157279.0,2428.0
2001,Shanxi,2029.53,171.09,917.98,690.9,5460.0,3272.0
2002,Shanxi,2324.8,197.8,1083.79,735.95,6146.0,3294.0
2003,Shanxi,2855.23,215.19,1389.33,852.07,7435.0,3314.29
2004,Shanxi,3571.37,253.37,1810.08,978.96,9150.0,3335.0
2005,Shanxi,4230.53,262.42,2353.16,1563.94,12495.0,3355.0
2006,Shanxi,4878.61,276.77,2748.33,1727.44,14123.0,3375.0
2007,Shanxi,6024.45,269.68,3438.58,2025.09,16945.0,3393.0
2008,Shanxi,7315.4,302.48,4265.77,2370.48,20398.0,3410.61
2009,Shanxi,7358.31,477.59,3993.8,2886.92,21522.0,3427.36
2010,Shanxi,9200.86,554.48,5234.0,3412.38,26283.0,3574.1145
2011,Shanxi,11237.55,641.42,6635.26,3960.87,31357.0,3593.0
2012,Shanxi,12112.83,698.32,6731.56,4682.95,33628.0,3610.83
2013,Shanxi,12665.25,773.81,6792.68,5035.75,34983.8343,3629.8
2014,Shanxi,12761.49,788.89,6293.91,5678.69,35070.0,3647.96
2015,Shanxi,12766.49,783.16,5194.27,6789.06,34918.71,3664.12
2016,Shanxi,13050.41,784.78,5028.99,7236.64,35532.0,3682.0
2017,Shanxi,15528.42,719.16,6778.89,8030.37,42060.0,3702.0
2018,Shanxi,16818.11,740.64,7089.19,8988.28,45328.0,3718.0
2019,Shanxi,17026.68,824.72,7453.09,8748.87,45724.0,3729.0
2001,Sichuan,4293.491,981.68,1756.86,1683.22,5250.0,8640.0
2002,Sichuan,4725.0134,1027.62,1982.44,1865.06,5766.0,8673.0
2003,Sichuan,5333.09,1128.61,2266.06,2061.65,6418.0,8700.4
2004,Sichuan,6379.63,1394.2583,2689.9955,2471.7596,8113.0,8725.0
2005,Sichuan,7385.1,1481.14,3067.23,2836.74,9060.0,8212.0
2006,Sichuan,8690.24,1595.48,3775.19,3267.14,10546.0,8169.0
2007,Sichuan,10562.39,2032.0,4641.3,3832.0,12893.0,8127.0
2008,Sichuan,12601.23,2366.15,5790.1,4350.0,15378.0,8138.0
2009,Sichuan,14151.28,2240.61,6711.87,5198.8,17339.0,8185.0
2010,Sichuan,17185.48,2482.89,8672.18,6030.41,21182.0,8044.92
2011,Sichuan,21026.68,2983.51,11029.13,7014.04,26133.0,8050.0
2012,Sichuan,23872.8,3297.21,12333.28,8242.31,29608.0,8076.2
2013,Sichuan,26392.07,3425.61,13579.03,9256.13,32617.0,8107.0
2014,Sichuan,28536.66,3531.05,13962.41,11043.2,35128.0,8140.2
2015,Sichuan,30053.1,3677.3,13248.08,13127.72,36775.0,8204.0
2016,Sichuan,32934.54,3929.33,13448.92,15556.29,40003.0,8262.0
2017,Sichuan,36980.22,4262.35,14328.13,18389.74,44651.32,8302.0
2018,Sichuan,40678.13,4426.66,15322.72,20928.75,48883.1701,8341.0
2019,Sichuan,46615.82,4807.24,17365.33,24443.25,55774.0,8375.0
2001,Tianjin,1919.09,78.55,904.64,856.91,20154.4359,1004.0
2002,Tianjin,2150.76,84.0,1001.9,965.26,22380.0,1007.0
2003,Tianjin,2578.03,89.66,1245.29,1112.71,26532.0369,1011.3
2004,Tianjin,3110.97,102.29,1560.16,1269.43,31550.0,1024.0
2005,Tianjin,3905.64,112.38,2051.17,1534.07,35783.1885,1043.0
2006,Tianjin,4462.74,118.23,2488.29,1752.63,41163.0,1075.0
2007,Tianjin,5252.76,110.19,2892.53,2047.68,46122.0,1115.0
2008,Tianjin,6719.01,122.58,3821.07,2410.73,55473.0,1176.0
2009,Tianjin,7521.85,128.85,3987.84,3405.16,62574.0,1228.16
2010,Tianjin,9224.46,145.58,4840.23,4238.65,72994.0,1299.29
2011,Tianjin,11307.28,159.72,5928.32,5219.24,85213.0,1355.0
2012,Tianjin,12893.88,171.6,6663.82,6058.46,93173.0,1413.15
2013,Tianjin,14442.01,188.45,7276.68,6905.03,100105.4288,1472.21
2014,Tianjin,15726.93,199.9,7731.85,7795.18,105231.3467,1516.81
2015,Tianjin,16538.19,208.82,7704.22,8625.15,107960.0883,1546.95
2016,Tianjin,17885.39,220.22,7571.35,10093.82,115053.0,1562.0
2017,Tianjin,18549.19,168.96,7593.5931,10786.6369,118943.5683,1557.0
2018,Tianjin,18809.64,172.71,7609.81,11027.12,120710.8019,1560.0
2019,Tianjin,14104.28,185.23,4969.18,8949.87,90370.63,1562.0
2001,Xinjiang,1491.6,288.12,630.37,566.99,7913.0,1876.0
2002,Xinjiang,1612.65,305.0,672.1,621.18,8382.0,1905.0
2003,Xinjiang,1886.35,412.9,796.84,667.87,9700.0,1933.95
2004,Xinjiang,2209.09,444.7,1010.07,745.38,11199.0,1963.0
2005,Xinjiang,2604.19,509.99,1164.79,929.41,13108.0,2010.0
2006,Xinjiang,3045.26,527.8,1459.3,1058.16,15000.0,2050.0
2007,Xinjiang,3523.16,628.72,1647.55,1246.89,16999.0,2095.0
2008,Xinjiang,4183.21,691.1,2086.74,1425.57,19893.0,2130.8
2009,Xinjiang,4277.05,759.74,1929.59,1587.72,19942.0,2158.63
2010,Xinjiang,5437.47,1078.63,2592.15,1766.69,25034.0,2185.11
2011,Xinjiang,6610.05,1139.03,3225.9,2245.12,30087.0,2208.71
2012,Xinjiang,7505.31,1320.57,3481.56,2703.18,33796.0,2232.78
2013,Xinjiang,8443.84,1468.29,3765.97,3125.98,37552.5452,2264.3
2014,Xinjiang,9273.46,1538.6,3948.96,3785.9,40648.0,2298.47
2015,Xinjiang,9324.8,1559.08,3596.4,4169.32,40036.0,2359.73
2016,Xinjiang,9649.7,1648.97,3647.01,4353.72,40564.0,2398.0
2017,Xinjiang,10881.96,1551.84,4330.89,4999.23,44941.0,2445.0
2018,Xinjiang,12199.08,1692.09,4922.97,5584.02,49474.7173,2487.0
2019,Xinjiang,13597.11,1781.75,4795.5,7019.86,54280.0,2523.0
2001,Yunnan,2138.31,450.54,881.49,742.68,4866.0,4287.0
2002,Yunnan,2312.82,470.5,951.48,810.34,5179.0,4333.0
2003,Yunnan,2556.02,502.84,1069.29,893.16,5662.0,4375.6
2004,Yunnan,3081.91,604.33,1314.19,1040.96,6733.0,4415.0
2005,Yunnan,3461.73,669.81,1432.76,1370.32,7835.0,4450.0
2006,Yunnan,3988.14,749.81,1712.6,1544.31,8970.0,4483.0
2007,Yunnan,4772.52,837.35,2051.08,1852.88,10540.0,4514.0
2008,Yunnan,5692.12,1020.94,2451.09,2228.07,12587.0,4543.0
2009,Yunnan,6169.75,1067.6,2582.53,2519.62,13539.0,4571.0
2010,Yunnan,7224.18,1108.38,3223.49,2892.31,15752.0,4601.6
2011,Yunnan,8893.12,1411.01,3780.32,3701.79,19265.0,4630.8
2012,Yunnan,10309.47,1654.55,4419.2,4235.72,22195.0,4659.0
2013,Yunnan,11832.31,1895.34,4927.82,4897.75,25322.0,4686.6
2014,Yunnan,12814.59,1990.07,5281.82,5542.7,27263.6349,4713.9
2015,Yunnan,13619.17,2055.78,5416.12,6147.27,28806.0,4741.8
2016,Yunnan,14788.42,2195.11,5690.16,6903.15,31093.0,4771.0
2017,Yunnan,16376.34,2338.37,6204.97,7833.0,34221.0,4800.5
2018,Yunnan,17881.12,2498.86,6957.44,8424.82,37136.2825,4830.0
2019,Yunnan,23223.75,3037.62,7961.58,12224.55,47944.0,4858.0
2001,Zhejiang,6898.3388,695.15,3459.75,2593.25,14655.0,4613.0
2002,Zhejiang,8003.67,694.0,3982.0,3120.0,16838.0,4647.0
2003,Zhejiang,9705.02,728.0,4941.0,3726.0,20147.0,4679.55
2004,Zhejiang,11648.7,816.0,6045.0,4382.0,23942.0,4720.0
2005,Zhejiang,13417.68,892.83,7166.15,5378.87,27702.6847,4991.0
2006,Zhejiang,15718.47,925.1,8509.57,6307.85,31874.0,4980.0
2007,Zhejiang,18753.73,986.02,10148.45,7645.96,37411.0,5060.0
2008,Zhejiang,21462.69,1095.43,11580.33,8811.17,42214.0,5120.0
2009,Zhejiang,22990.35,1163.08,11908.49,9918.78,44641.0,5180.0
2010,Zhejiang,27722.31,1360.56,14297.93,12063.82,51711.0,5446.51
2011,Zhejiang,32318.85,1583.04,16555.58,14180.23,59249.0,5463.0
2012,Zhejiang,34665.33,1667.88,17316.32,15681.13,63374.0,5477.0
2013,Zhejiang,37756.58,1784.62,18446.65,17337.22,68804.7198,5498.0
2014,Zhejiang,40173.03,1777.18,19175.06,19220.79,73002.0534,5508.0
2015,Zhejiang,42886.49,1832.91,19711.67,21341.91,77643.6861,5539.0
2016,Zhejiang,47251.36,1965.18,21194.61,24091.57,84916.0,5590.0
2017,Zhejiang,51768.26,1933.92,22232.08,27602.26,92057.0108,5657.0
2018,Zhejiang,56197.15,1967.01,23505.88,30724.26,98643.4088,5737.0
2019,Zhejiang,62351.74,2097.38,26566.6,33687.76,107623.61,5850.0
